Policy Name,Application Type,Location,Location with Subfolders,File Name,Original File Name,File Name Compare As,Checksum Algorithm,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,Script File Name,Script Shortcut Name,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
File Permission Policy For GTOSHYBSermayePiyasalari (1),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\www8\FW40\Services,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrAPPServiceTSDev,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrAPPServiceTSQA,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrAPPServiceTSTest,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrRBServiceTSDev,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrRBServiceTSQA,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrRBServiceTSTest,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpWatchDogTSDev,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpWatchDogTSQA,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpWatchDogTSTest,,,,,,,No,
Service Permission Policy for GTOSHYBSermayePiyasalari (1),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClusSvc,,,,,,,No,
File Permission Policy for SermayePiyasalari (3),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\GtpSystem\Services,dir,Yes,,,,,,,,,,,No,
File Permission Policy for SermayePiyasalari (3),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\windows\system32\inetsrv\config,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpAltibaseConversionServiceQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTPQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTPQA2,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterXFrontQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontComplexOrderServiceQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontLogEmitterQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpBrServiceTSQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpEventEmitterTSQA,,,,,,,No,
Service Permission Policy for Sermaye Piyasaları,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpWatchDogTSQA,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerQA,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerQA2,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerQA3,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerQA4,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerQA5,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerQA6,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageRBServerQA,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageRBServerQA2,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageRBServerQA3,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBrokerageRBServerFillManager,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageRBServerDev2,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTPBrokerageAPPServerDev2,,,,,,,No,
Service Permission Policy for USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BatchProcessServiceQA,,,,,,,No,
File Permission Policy For SermayePiyasalari (1),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\GtpSystem\Services,dir,Yes,,,,,,,,,,,No,
Set Security File Policy For SermayePiyasalari,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem,dir,Yes,,,,,,,,,,,No,
Set Security File Policy For SermayePiyasalari,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\LOGS,dir,Yes,,,,,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontFillManager,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XfrontLogEmitterDev,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XfrontLogEmitterTest,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpAltibaseConversionCrier,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpAltibaseConversionService,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTP,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTP2,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterXFront,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontFillManagerDev,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontFillManagerTest,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontConnector1,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontConnector1Test,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontConnector2,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontConnector2Test,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontDropCopy1,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontDropCopy1Test,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontDropCopy2,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontDropCopy2Test,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontRefData,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontRefDataTest,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontBistech30ConnectorDC1,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontBistech30ConnectorDC2,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontBistech30ConnectorDC3,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontBistech30ConnectorDC4,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontBistech30ConnectorFix,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontBistech30ConnectorRD,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (1),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\,dir,,,,,,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (1),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:,dir,Yes,,,,,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (1),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\GtpSystem,dir,Yes,,,,,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (1),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\XFrontConnectorLogs,dir,Yes,,,,,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (2),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpEventEmitterTS,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (3),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpBrServiceTSDev,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (3),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpBrServiceTSTest,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (3),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpEventEmitterTSDev,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (3),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpEventEmitterTSTest,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (3),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpWatchDogTSDev,,,,,,,No,
Service Permission For Policy USR_SRV_GTEK_GTOSHYBSermayePiyasalari (3),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontGtpWatchDogTSTest,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpAltibaseConversionCrier,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpAltibaseConversionService,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpAltibaseConversionServiceTest,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTP2Dev,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTP2Test,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTPDev,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterGTPTest,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterXFrontDev,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpDataBridgeEventEmitterXFrontTest,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontFillManagerDev,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontFillManagerTest,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XfrontLogEmitterDev,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XfrontLogEmitterTest,,,,,,,No,
Set Security Permission Policy For GTEK_GTOSHYBSermayePiyasalari,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ComplexOrderServiceTest,,,,,,,No,
File Permission Policy For GTEK_GTOSHYBSermayePiyasalari,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\,dir,Yes,,,,,,,,,,,No,
File Permission Policy For GTEK_GTOSHYBSermayePiyasalari,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c:\windows\system32\inetsrv\config,dir,Yes,,,,,,,,,,,No,
File Permission Policy for GTOSHYBSermayePiyasalari (2),File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi (2),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SestekLicenseSvc,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi (2),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SestekLanguageModelService,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi (2),Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sestek LMS,,,,,,,No,
Set Security Permission Policy For USR_SRV_GAR_GTKCFSSermayePiyasalari,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Mobil Yatirim Bankaciligi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E:\www8\subetest.garantibbvayatirim,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Mobil Yatirim Bankaciligi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\inetpub\logs\LogFiles\LogFiles2,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Mobil Yatirim Bankaciligi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorFix1Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorFix2Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorFix3Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorFix4Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorDC1Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorDC2Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BistechConnectorRefTest,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GtpBistechMageTest,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NasdaqFincConnector1_Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NasdaqFincConnector2_Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NasdaqFincDC1_Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NasdaqFincDC2_Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NasdaqFincRefData_Test,,,,,,,No,
Service Permission Policy for Yatirim Bankaciligi,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finc Accounting,,,,,,,No,
File Permission Policy for Yatırım Bankacılığı,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem\Services,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Yatırım Bankacılığı,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\BISTECH,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Yatırım Bankacılığı,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GTP,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Yatırım Bankacılığı,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ServiceBackup,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Yatırım Bankacılığı,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem\GTPUpdaterCLI\xGTPUpdater_v1,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Yatırım Bankacılığı,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\GtpSystem,dir,Yes,,,,,,,,,,,No,
File Permission Policy for Yatirim Bankaciligi,File or Directory System Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:\GtpSystem,dir,Yes,,,,,,,,,,,No,
Service Permission Policy for Yatırım Bankacılığı,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontCrierServiceConversionQA,,,,,,,No,
Service Permission Policy for Yatırım Bankacılığı,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFrontCrierServiceComplexQA,,,,,,,No,
